"id","group","name","type","kanji.name","kana.name","lat.d","lat.m","lon.d","lon.m","height","rem1","rem2","rem3","rem4","rem5"
150,23,"Shiokubi","a1","汐首","シオクビ",41,43.1,140,56.7,26,"","","",NA,NA
151,23,"Kotaniishi","a1","小谷石","コタニイシ",41,32.6,140,25.8,125,"","","",NA,NA
152,23,"Matsumae","a1","松前","マツマエ",41,25.4,140,5.2,30,"","","",NA,NA
917,23,"Kikonai","a1","木古内","キコナイ",41,41.2,140,26.7,6,"","","",NA,NA
1265,23,"Sengen","a1","千軒","センゲン",41,33.5,140,16.3,100,"","","",NA,NA
1416,23,"Gabino","a1","蛾眉野","ガビノ",41,47.9,140,57,68,"","","",NA,NA
1462,23,"Takamatsu","a1","高松","タカマツ",41,46.2,140,49.3,34,"","","",NA,NA
1543,23,"Toitomari","a1","戸井泊","トイトマリ",41,43,141,0.2,20,"2004年12月5日までの地点名「戸井」","","",NA,NA
1552,23,"Shiriuchi","a1","知内","シリウチ",41,35.9,140,22.5,24,"","","",NA,NA
155,23,"Kumaishi","a1","熊石","クマイシ",42,7.7,139,59.1,12,"","","",NA,NA
153,24,"Setana","a1","せたな","セタナ",42,27,139,51.1,10,"2005年10月2日までの地点名「瀬棚」","","",NA,NA
154,24,"Imakane","a1","今金","イマカネ",42,25.7,140,0.5,19,"","","",NA,NA
156,24,"Shiomi","a1","潮見","シオミ",42,2.3,140,5.3,50,"","","",NA,NA
47428,24,"Esashi","s1","江差","エサシ",41,52,140,7.4,3.7,"","","",NA,NA
1199,24,"Okushiri","a1","奥尻","オクシリ",42,14.9,139,33.4,5,"","","",NA,NA
1200,24,"Uzura","a1","鶉","ウズラ",41,55.8,140,18.7,53,"","","",NA,NA
1205,24,"Ishizaki","a1","石崎","イシザキ",41,42,140,1.7,5,"","","",NA,NA
1513,24,"Yoneoka","a1","米岡","ヨネオカ",42,4.3,139,25.9,49,"","","",NA,NA
158,31,"Shoujiyama","a1","障子山","ショウジヤマ",41,16.6,141,5.8,740,"","","",NA,NA
47576,31,"Mutsu","s1","むつ","ムツ",41,17,141,12.6,2.9,"1970年4月16日までの地点名「田名部」","","",NA,NA
160,31,"Kanita","a1","蟹田","カニタ",41,2.7,140,38,5,"","","",NA,NA
47575,31,"Aomori","s1","青森","アオモリ",40,49.3,140,46.1,2.8,"","","",NA,NA
162,31,"Noheji","a1","野辺地","ノヘジ",40,53.1,141,9.6,14,"","","",NA,NA
163,31,"Ajigasawa","a1","鰺ケ沢","アジガサワ",40,46.6,140,12.3,40,"","","",NA,NA
164,31,"Goshogawara","a1","五所川原","ゴショガワラ",40,48.5,140,27.5,9,"","","",NA,NA
47574,31,"Fukaura","s1","深浦","フカウラ",40,38.7,139,55.9,66.1,"","","",NA,NA
166,31,"Hirosaki","a1","弘前","ヒロサキ",40,36.7,140,27.3,30,"","","",NA,NA
167,31,"Kuroishi","a1","黒石","クロイシ",40,40,140,35.1,30,"","","",NA,NA
168,31,"Hakkoudasan","a1","八甲田山","ハッコウダサン",40,40.5,140,51.5,1310,"","","",NA,NA
169,31,"Misawa","a1","三沢","ミサワ",40,40.5,141,22.5,39,"","","",NA,NA
170,31,"Shiheimori","a1","四兵衛森","シヘイモリ",40,33.1,140,12.4,645,"","","",NA,NA
171,31,"Kenashiyama","a1","毛無山","ケナシヤマ",40,33.1,140,45.2,940,"","","",NA,NA
172,31,"Towada","a1","十和田","トワダ",40,35.7,141,14.8,42,"","","",NA,NA
47581,31,"Hachinohe","s1","八戸","ハチノヘ",40,31.6,141,31.3,27.1,"","","",NA,NA
174,31,"Oowani","a1","大鰐","オオワニ",40,31.8,140,33.3,63,"","","",NA,NA
175,31,"Ikarigaseki","a1","碇ケ関","イカリガセキ",40,28.9,140,37.2,135,"","","",NA,NA
176,31,"Soradaiyama","a1","空岱山","ソラダイヤマ",40,26.3,140,42.5,585,"","","",NA,NA
177,31,"Yasumiya","a1","休屋","ヤスミヤ",40,25.6,140,53.9,414,"","","",NA,NA
178,31,"Asahinadake","a1","朝日奈岳","アサヒナダケ",40,19.5,141,2.9,710,"","","",NA,NA
179,31,"Sannohe","a1","三戸","サンノヘ",40,23,141,15.4,60,"","","",NA,NA
1026,31,"Imabetsu","a1","今別","イマベツ",41,10.8,140,28.9,30,"","","",NA,NA
1027,31,"Rokkasho","a1","六ケ所","ロッカショ",40,53.1,141,16.3,80,"","","",NA,NA
1041,31,"Ooma","a1","大間","オオマ",41,31.6,140,54.7,14,"","","",NA,NA
1042,31,"Yamatoyama","a1","大和山","ヤマトヤマ",40,50.9,140,59.1,137,"","","",NA,NA
1079,31,"Sukayu","a1","酸ケ湯","スカユ",40,38.9,140,50.9,890,"","","",NA,NA
1108,31,"Dake","a1","岳","ダケ",40,37.7,140,15.8,438,"","","",NA,NA
1110,31,"Choukeidaira","a1","長慶平","チョウケイダイラ",40,37.1,139,59.8,242,"","","",NA,NA
1119,31,"Shiura","a1","市浦","シウラ",41,3.4,140,20.8,20,"","","",NA,NA
1122,31,"Odanosawa","a1","小田野沢","オダノサワ",41,14.1,141,23.8,6,"","","",NA,NA
1124,31,"Wakinosawa","a1","脇野沢","ワキノサワ",41,8.7,140,49.3,15,"","","",NA,NA
1183,31,"Shichinohe","a1","七戸","シチノヘ",40,42.5,141,7.7,57,"","","",NA,NA
1272,31,"Herai","a1","戸来","ヘライ",40,28.1,141,10.6,125,"","","",NA,NA
1406,31,"Nurukawa","a1","温川","ヌルカワ",40,30.9,140,47,404,"","","",NA,NA
1495,31,"Aomoriootani","a1","青森大谷","アオモリオオタニ",40,44,140,41.3,198,"","","",NA,NA
1559,31,"Yunokawa","a1","湯野川","ユノカワ",41,18.8,140,57.4,162,"","","",NA,NA
180,32,"Tashirodake","a1","田代岳","タシロダケ",40,24.7,140,24,800,"","","",NA,NA
181,32,"Jinba","a1","陣場","ジンバ",40,24.2,140,36.5,176,"","","",NA,NA
182,32,"Sugisawayama","a1","杉沢山","スギサワヤマ",40,21.9,140,48.6,670,"","","",NA,NA
183,32,"Noshiro","a1","能代","ノシロ",40,11.9,140,1.9,6,"","","",NA,NA
184,32,"Takanosu","a1","鷹巣","タカノス",40,13.6,140,22.3,29,"","","",NA,NA
185,32,"Kazuno","a1","鹿角","カヅノ",40,12.9,140,47.2,123,"1991年7月18日までの地点名「毛馬内」","","",NA,NA
186,32,"Yuze","a1","湯瀬","ユゼ",40,7.2,140,50.4,214,"","","",NA,NA
187,32,"Moriyoshiyama","a1","森吉山","モリヨシヤマ",40,0.3,140,31.1,800,"","","",NA,NA
188,32,"Gojoume","a1","五城目","ゴジョウメ",39,56.3,140,6.9,6,"","","",NA,NA
189,32,"Ogahonzan","a1","男鹿本山","オガホンザン",39,53.5,139,46,440,"","","",NA,NA
47582,32,"Akita","s1","秋田","アキタ",39,43,140,5.9,6.3,"","","",NA,NA
191,32,"Taiheizan","a1","太平山","タイヘイザン",39,47,140,15,600,"","","",NA,NA
192,32,"Iwamisannai","a1","岩見三内","イワミサンナイ",39,42.4,140,17.2,41,"","","",NA,NA
193,32,"Kakunodate","a1","角館","カクノダテ",39,36.2,140,33.4,56,"","","",NA,NA
194,32,"Tazawako","a1","田沢湖","タザワコ",39,41.9,140,43.9,230,"","","",NA,NA
195,32,"Oomagari","a1","大曲","オオマガリ",39,29.4,140,29.7,30,"","","",NA,NA
196,32,"Honjou","a1","本荘","ホンジョウ",39,21.6,140,3.3,11,"","","",NA,NA
197,32,"Horohayama","a1","保呂羽山","ホロハヤマ",39,22.1,140,19,340,"","","",NA,NA
198,32,"Yokote","a1","横手","ヨコテ",39,19.2,140,33.3,59,"","","",NA,NA
199,32,"Nikaho","a1","にかほ","ニカホ",39,15.3,139,54.8,7,"2013年10月15日までの地点名「象潟」","","",NA,NA
200,32,"Yashima","a1","矢島","ヤシマ",39,14.1,140,8.2,46,"","","",NA,NA
201,32,"Mitsumoriyama","a1","三森山","ミツモリヤマ",39,13.3,140,43,570,"","","",NA,NA
202,32,"Yuzawa","a1","湯沢","ユザワ",39,11.2,140,27.8,74,"","","",NA,NA
203,32,"Ubaidoyama","a1","姥井戸山","ウバイドヤマ",39,5.6,140,20.1,690,"","","",NA,NA
204,32,"Yunotai","a1","湯の岱","ユノタイ",38,57.6,140,31.7,335,"","","",NA,NA
912,32,"Oodate","a1","大館","オオダテ",40,15.1,140,30.3,49,"","","",NA,NA
1035,32,"Oogata","a1","大潟","オオガタ",40,0,139,57,-3,"","","",NA,NA
1036,32,"Oga","a1","男鹿","オガ",39,54.7,139,54,20,"","","",NA,NA
1043,32,"Hachimori","a1","八森","ハチモリ",40,24.8,139,56.9,34,"","","",NA,NA
1050,32,"Daishouji","a1","大正寺","ダイショウジ",39,31.6,140,14,20,"","","",NA,NA
1109,32,"Higashinaruse","a1","東成瀬","ヒガシナルセ",39,10.7,140,38.9,191,"","","",NA,NA
1115,32,"Hitachinai","a1","比立内","ヒタチナイ",39,54.2,140,27,210,"","","",NA,NA
1117,32,"Higashiyuri","a1","東由利","ヒガシユリ",39,18.3,140,17.3,117,"","","",NA,NA
1131,32,"Aniai","a1","阿仁合","アニアイ",39,59.6,140,24.2,120,"","","",NA,NA
1167,32,"Yoroibata","a1","鎧畑","ヨロイバタ",39,46.5,140,39.9,281,"","","",NA,NA
1273,32,"Fujisato","a1","藤里","フジサト",40,19.2,140,17.6,68,"","","",NA,NA
1278,32,"Hinokinai","a1","桧木内","ヒノキナイ",39,48.7,140,35.1,255,"","","",NA,NA
1289,32,"Hachimantai","a1","八幡平","ハチマンタイ",40,0.8,140,48.1,578,"","","",NA,NA
1407,32,"Jinego","a1","笹子","ジネゴ",39,6.2,140,17.6,200,"","","",NA,NA
1408,32,"Fujiwara","a1","藤原","フジワラ",40,21.3,140,46.8,280,"","","",NA,NA
1422,32,"Ogashinzan","a1","男鹿真山","オガシンザン",39,56.3,139,46.9,84,"","","",NA,NA
1425,32,"Nibetsu","a1","仁別","ニベツ",39,48,140,13,179,"","","",NA,NA
1463,32,"Wakigami","a1","脇神","ワキガミ",40,11.5,140,22.3,84,"","","",NA,NA
1511,32,"Yuuwa","a1","雄和","ユウワ",39,36.9,140,13.1,91,"","","",NA,NA
1652,32,"Tazawakokougen","a1","田沢湖高原","タザワココウゲン",39,46.7,140,45.7,652,"","","",NA,NA
205,33,"Taneichi","a1","種市","タネイチ",40,24.2,141,42,70,"","","",NA,NA
206,33,"Karumai","a1","軽米","カルマイ",40,19,141,28.4,153,"","","",NA,NA
207,33,"Ninohe","a1","二戸","ニノヘ",40,17.9,141,17.9,87,"","","",NA,NA
208,33,"Orizumedake","a1","折爪岳","オリヅメダケ",40,15.8,141,22.5,844,"","","",NA,NA
209,33,"Kuji","a1","久慈","クジ",40,10.1,141,44.9,13,"","","",NA,NA
210,33,"Nishidake","a1","西岳","ニシダケ",40,5,141,10.4,1008,"","","",NA,NA
211,33,"Kuzumaki","a1","葛巻","クズマキ",40,2.3,141,26.2,390,"","","",NA,NA
212,33,"Sodeyama","a1","袖山","ソデヤマ",40,1.5,141,31.5,1144,"","","",NA,NA
213,33,"Chausudake","a1","茶臼岳","チャウスダケ",39,56.7,140,54.3,1443,"","","",NA,NA
214,33,"Iwatematsuo","a1","岩手松尾","イワテマツオ",39,57.1,141,3.9,275,"","","",NA,NA
215,33,"Iwateyama","a1","岩手山","イワテヤマ",39,50.4,140,57,1403,"","","",NA,NA
216,33,"Gandou","a1","岩洞","ガンドウ",39,49.5,141,22.5,678,"","","",NA,NA
217,33,"Oomoriyama","a1","大森山","オオモリヤマ",39,49.1,141,31.2,1073,"","","",NA,NA
218,33,"Iwaizumi","a1","岩泉","イワイズミ",39,50.8,141,47.7,105,"","","",NA,NA
219,33,"Komagatake","a1","駒ケ岳","コマガタケ",39,44,140,47.5,1003,"","","",NA,NA
220,33,"Gaitakamori","a1","害鷹森","ガイタカモリ",39,42.5,141,36.2,1278,"","","",NA,NA
221,33,"Shizukuishi","a1","雫石","シズクイシ",39,41.8,140,58.5,195,"","","",NA,NA
47584,33,"Morioka","s1","盛岡","モリオカ",39,41.9,141,9.9,155.2,"","","",NA,NA
47585,33,"Miyako","s1","宮古","ミヤコ",39,38.8,141,57.9,42.5,"","","",NA,NA
224,33,"Yakushidake","a1","薬師岳","ヤクシダケ",39,31.7,141,29.8,1604,"","","",NA,NA
225,33,"Kuromoriyama","a1","黒森山","クロモリヤマ",39,29.7,140,47.5,644,"","","",NA,NA
226,33,"Toyosawa","a1","豊沢","トヨサワ",39,28.8,140,58.1,300,"1983年11月15日までの地点名「駒頭山」","","",NA,NA
227,33,"Hanamaki","a1","花巻","ハナマキ",39,25.7,141,8.1,90,"","","",NA,NA
228,33,"Oohasama","a1","大迫","オオハサマ",39,28.2,141,16.7,150,"","","",NA,NA
229,33,"Yuda","a1","湯田","ユダ",39,18.6,140,46.6,250,"","","",NA,NA
230,33,"Kitakami","a1","北上","キタカミ",39,17.3,141,6.6,61,"","","",NA,NA
231,33,"Toono","a1","遠野","トオノ",39,20.3,141,32.6,275,"","","",NA,NA
232,33,"Goyousan","a1","五葉山","ゴヨウサン",39,10.6,141,39.7,560,"","","",NA,NA
233,33,"Kamaishi","a1","釜石","カマイシ",39,16.2,141,52.7,5,"","","",NA,NA
234,33,"Dakeyama","a1","岳山","ダケヤマ",39,8,140,52.6,973,"","","",NA,NA
235,33,"Wakayanagi","a1","若柳","ワカヤナギ",39,7.9,141,3.8,100,"","","",NA,NA
236,33,"Esashi","a1","江刺","エサシ",39,11,141,9.7,42,"","","",NA,NA
47512,33,"Oofunato","s1","大船渡","オオフナト",39,3.8,141,42.8,36.9,"","","",NA,NA
238,33,"Ichinoseki","a1","一関","イチノセキ",38,56,141,7.5,32,"","","",NA,NA
239,33,"Senmaya","a1","千厩","センマヤ",38,55.3,141,19.8,120,"","","",NA,NA
240,33,"Muroneyama","a1","室根山","ムロネヤマ",38,58.2,141,27,883,"","","",NA,NA
1028,33,"Matsurube","a1","祭畤","マツルベ",39,0.7,140,51.9,350,"","","",NA,NA
1032,33,"Kouma","a1","好摩","コウマ",39,52.1,141,10,205,"","","",NA,NA
1033,33,"Yamada","a1","山田","ヤマダ",39,27,141,57.4,24,"","","",NA,NA
1037,33,"Oono","a1","大野","オオノ",40,16.9,141,40,200,"","","",NA,NA
1045,33,"Koromogawa","a1","衣川","コロモガワ",39,3,141,2.7,75,"","","",NA,NA
1078,33,"Yabukawa","a1","薮川","ヤブカワ",39,47,141,19.7,680,"2012年5月31日までの地点名「藪川」","","",NA,NA
1113,33,"Yonesato","a1","米里","ヨネサト",39,14,141,18.6,170,"","","",NA,NA
1118,33,"Sawauchi","a1","沢内","サワウチ",39,28.8,140,47.8,327,"","","",NA,NA
1120,33,"Araya","a1","荒屋","アラヤ",40,6.2,141,3,290,"","","",NA,NA
1123,33,"Fudai","a1","普代","フダイ",40,0.2,141,53,8,"","","",NA,NA
1128,33,"Shiwa","a1","紫波","シワ",39,32.8,141,7.6,125,"","","",NA,NA
1168,33,"Kakkonda","a1","葛根田","カッコンダ",39,46.6,140,56.7,350,"","","",NA,NA
1206,33,"Sumita","a1","住田","スミタ",39,8.5,141,34.4,80,"","","",NA,NA
1212,33,"Omoto","a1","小本","オモト",39,50.8,141,57.8,3,"","","",NA,NA
1215,33,"Okunakayama","a1","奥中山","オクナカヤマ",40,3.6,141,13.5,430,"","","",NA,NA
1219,33,"Yamagata","a1","山形","ヤマガタ",40,8.9,141,34.3,290,"","","",NA,NA
1224,33,"Kawai","a1","川井","カワイ",39,35.9,141,40.9,192,"","","",NA,NA
1225,33,"Kadoma","a1","門馬","カドマ",39,38,141,26.2,620,"","","",NA,NA
1332,33,"Shimotokusari","a1","下戸鎖","シモトクサリ",40,5,141,42.7,239,"","","",NA,NA
1447,33,"Kuzakai","a1","区界","クザカイ",39,39,141,21.2,760,"","","",NA,NA
1508,33,"Ootsuchi","a1","大槌","オオツチ",39,26.3,141,48.4,120,"","","",NA,NA
1557,33,"Daitou","a1","大東","ダイトウ",39,2.3,141,17.8,140,"","","",NA,NA
1558,33,"Kanegasaki","a1","金ヶ崎","カネガサキ",39,13.5,141,0.9,170,"","","",NA,NA
1560,33,"Takizawa","a1","滝沢","タキザワ",39,46.8,141,5.8,210,"","","",NA,NA
1563,33,"Tsukimoushi","a1","附馬牛","ツキモウシ",39,27.4,141,30.4,440,"","","",NA,NA
1598,33,"Genbi","a1","厳美","ゲンビ",38,59,140,54.7,230,"","","",NA,NA
1627,33,"Kariya","a1","刈屋","カリヤ",39,38.5,141,46.4,140,"","","",NA,NA
1628,33,"Shinchou","a1","新町","シンチョウ",39,21.6,141,54.4,2,"2014年5月28日までの地点名「小鎚」","","",NA,NA
1629,33,"Rikuzentakata","a1","陸前高田","リクゼンタカタ",39,1.5,141,37.8,61,"","","",NA,NA
1653,33,"Ikkatai","a1","一方井","イッカタイ",39,58.4,141,10,285,"","","",NA,NA
241,34,"Kurikomayama","a1","栗駒山","クリコマヤマ",38,56.7,140,48.2,1100,"","","",NA,NA
242,34,"Kesennuma","a1","気仙沼","ケセンヌマ",38,54.4,141,33.4,62,"","","",NA,NA
243,34,"Kawatabi","a1","川渡","カワタビ",38,44.6,140,45.6,170,"","","",NA,NA
244,34,"Tsukidate","a1","築館","ツキダテ",38,44.1,141,0.3,25,"","","",NA,NA
245,34,"Minowayama","a1","箕輪山","ミノワヤマ",38,39.8,140,38.4,680,"","","",NA,NA
246,34,"Shizugawa","a1","志津川","シヅガワ",38,40.9,141,26.9,39,"","","",NA,NA
247,34,"Furukawa","a1","古川","フルカワ",38,35.9,140,54.7,28,"","","",NA,NA
248,34,"Oohira","a1","大衡","オオヒラ",38,28.4,140,53.3,57,"","","",NA,NA
249,34,"Kashimadai","a1","鹿島台","カシマダイ",38,27.6,141,5.5,3,"","","",NA,NA
47592,34,"Ishinomaki","s1","石巻","イシノマキ",38,25.6,141,17.9,42.5,"","","",NA,NA
251,34,"Nikkawa","a1","新川","ニッカワ",38,18.2,140,38.2,265,"","","",NA,NA
252,34,"Takanosuyama","a1","鷹巣山","タカノスヤマ",38,15.8,140,35.5,705,"","","",NA,NA
47590,34,"Sendai","s1","仙台","センダイ",38,15.7,140,53.8,38.9,"","","",NA,NA
254,34,"Kawasaki","a1","川崎","カワサキ",38,10.7,140,38.1,200,"","","",NA,NA
255,34,"Fubouyama","a1","不忘山","フボウヤマ",38,4.3,140,30.1,1050,"","","",NA,NA
256,34,"Shiroishi","a1","白石","シロイシ",38,0.9,140,36.7,86,"","","",NA,NA
257,34,"Watari","a1","亘理","ワタリ",38,1.5,140,51.5,4,"","","",NA,NA
985,34,"Ogatsu","a1","雄勝","オガツ",38,31.3,141,28.2,5,"","","",NA,NA
1029,34,"Yoneyama","a1","米山","ヨネヤマ",38,37.6,141,11.3,5,"","","",NA,NA
1030,34,"Shiogama","a1","塩釜","シオガマ",38,20.3,141,0.8,105,"","","",NA,NA
1126,34,"Komanoyu","a1","駒ノ湯","コマノユ",38,54.8,140,49.7,525,"","","",NA,NA
1220,34,"Marumori","a1","丸森","マルモリ",37,55.9,140,46.7,18,"","","",NA,NA
1267,34,"Hanayama","a1","花山","ハナヤマ",38,46.4,140,52,150,"","","",NA,NA
1290,34,"Enoshima","a1","江ノ島","エノシマ",38,23.9,141,35.8,40,"","","",NA,NA
1298,34,"Hippo","a1","筆甫","ヒッポ",37,49.6,140,43.7,305,"","","",NA,NA
1365,34,"Izumigadake","a1","泉ケ岳","イズミガダケ",38,24.4,140,43.3,630,"","","",NA,NA
1464,34,"Natori","a1","名取","ナトリ",38,8.3,140,55,2,"","","",NA,NA
1526,34,"Uguisuzawa","a1","鴬沢","ウグイスザワ",38,48.3,140,56.9,33,"","","",NA,NA
1561,34,"Kami","a1","加美","カミ",38,34.3,140,43.6,195,"","","",NA,NA
1564,34,"Zaou","a1","蔵王","ザオウ",38,7.6,140,40.8,112,"","","",NA,NA
1597,34,"Kurikomafukayama","a1","栗駒深山","クリコマフカヤマ",38,51.8,140,50.6,550,"","","",NA,NA
1600,34,"Kurikoma","a1","栗駒","クリコマ",38,56.4,140,49,850,"","","",NA,NA
1626,34,"Onagawa","a1","女川","オナガワ",38,27.2,141,26.4,35,"","","",NA,NA
1630,34,"Monou","a1","桃生","モノウ",38,33.6,141,14.7,5,"","","",NA,NA
1631,34,"Higashimatsushima","a1","東松島","ヒガシマツシマ",38,25.6,141,12.8,4,"","","",NA,NA
1632,34,"Iwanuma","a1","岩沼","イワヌマ",38,6.4,140,52.6,4,"","","",NA,NA
258,35,"Choukaisan","a1","鳥海山","チョウカイサン",39,4,140,2.2,1199,"","","",NA,NA
47587,35,"Sakata","s1","酒田","サカタ",38,54.5,139,50.6,3.1,"","","",NA,NA
260,35,"Sasunabe","a1","差首鍋","サスナベ",38,55.1,140,12,88,"","","",NA,NA
261,35,"Taiheizan","a1","太平山","タイヘイザン",38,54.1,140,23.1,509,"","","",NA,NA
262,35,"Kaneyama","a1","金山","カネヤマ",38,52.7,140,19.9,170,"","","",NA,NA
263,35,"Tsuruoka","a1","鶴岡","ツルオカ",38,44.1,139,49.7,16,"","","",NA,NA
264,35,"Karikawa","a1","狩川","カリカワ",38,48,139,58.4,17,"","","",NA,NA
47520,35,"Shinjiyou","s1","新庄","シンジヨウ",38,45.4,140,18.7,105.1,"","","",NA,NA
266,35,"Semi","a1","瀬見","セミ",38,45.3,140,24.8,150,"","","",NA,NA
267,35,"Atsumidake","a1","温海岳","アツミダケ",38,37.7,139,37.8,620,"","","",NA,NA
268,35,"Kushibiki","a1","櫛引","クシビキ",38,40.3,139,50.9,33,"","","",NA,NA
269,35,"Gassan","a1","月山","ガッサン",38,29.9,140,6.1,770,"","","",NA,NA
270,35,"Ginzan","a1","銀山","ギンザン",38,33.7,140,31.6,440,"","","",NA,NA
271,35,"Tateoka","a1","楯岡","タテオカ",38,28.4,140,23.9,118,"","","",NA,NA
272,35,"Aterazawa","a1","左沢","アテラザワ",38,22.2,140,11.5,133,"","","",NA,NA
47588,35,"Yamagata","s1","山形","ヤマガタ",38,15.3,140,20.7,152.5,"","","",NA,NA
274,35,"Hayama","a1","葉山","ハヤマ",38,9.7,139,58.9,970,"","","",NA,NA
275,35,"Nagai","a1","長井","ナガイ",38,6.3,140,0.9,210,"","","",NA,NA
276,35,"Zaousan","a1","蔵王山","ザオウサン",38,9.4,140,26,1660,"","","",NA,NA
277,35,"Oguni","a1","小国","オグニ",38,4.7,139,44.1,140,"","","",NA,NA
278,35,"Takamine","a1","高峰","タカミネ",37,59.9,139,57.4,250,"","","",NA,NA
279,35,"Yonezawa","a1","米沢","ヨネザワ",37,54.7,140,8.6,245,"","","",NA,NA
280,35,"Nishiazumayama","a1","西吾妻山","ニシアヅマヤマ",37,46,140,8.3,1530,"","","",NA,NA
910,35,"Mukaimachi","a1","向町","ムカイマチ",38,45.5,140,31,212,"","","",NA,NA
1038,35,"Kamikusatsu","a1","上草津","カミクサツ",38,59.7,140,1.7,178,"","","",NA,NA
1039,35,"Obanazawa","a1","尾花沢","オバナザワ",38,36.5,140,24.7,106,"","","",NA,NA
1040,35,"Nezugaseki","a1","鼠ケ関","ネズガセキ",38,34,139,33.1,18,"","","",NA,NA
1103,35,"Bunatsubureyama","a1","山毛欅潰山","ブナツブレヤマ",37,54.7,139,48.9,890,"","","",NA,NA
1125,35,"Hijiori","a1","肘折","ヒジオリ",38,36.4,140,9.8,330,"","","",NA,NA
1132,35,"Takahata","a1","高畠","タカハタ",38,0.2,140,12.4,220,"","","",NA,NA
1169,35,"Ochiai","a1","落合","オチアイ",38,36.3,139,50.1,99,"","","",NA,NA
1291,35,"Tobishima","a1","飛島","トビシマ",39,11,139,32.6,58,"","","",NA,NA
1292,35,"Ooisawa","a1","大井沢","オオイサワ",38,23.4,139,59.6,440,"","","",NA,NA
1357,35,"Arasawa","a1","荒沢","アラサワ",38,30.4,139,46.9,273,"","","",NA,NA
1372,35,"Nakatsugawa","a1","中津川","ナカツガワ",37,54.6,139,50.6,390,"","","",NA,NA
1428,35,"Shiratakayama","a1","白鷹山","シラタカヤマ",38,13.3,140,11.1,860,"","","",NA,NA
1465,35,"Hamanaka","a1","浜中","ハマナカ",38,48.7,139,47.2,22,"","","",NA,NA
1488,35,"Higashine","a1","東根","ヒガシネ",38,24.7,140,22.2,105,"","","",NA,NA
1539,35,"Murayama","a1","村山","ムラヤマ",38,27.6,140,20.9,80,"","","",NA,NA
1562,35,"Kaminoyamanakayama","a1","上山中山","カミノヤマナカヤマ",38,7,140,12.8,270,"","","",NA,NA
295,36,"Namie","a1","浪江","ナミエ",37,29.5,140,57.9,47,"","","",NA,NA
304,36,"Ononiimachi","a1","小野新町","オノニイマチ",37,17.2,140,37.5,433,"","","",NA,NA
1034,36,"Hirono","a1","広野","ヒロノ",37,14,141,0,43,"","","",NA,NA
1129,36,"Kawauchi","a1","川内","カワウチ",37,20.2,140,48.5,410,"","","",NA,NA
285,36,"Souma","a1","相馬","ソウマ",37,47,140,55.5,9,"","","",NA,NA
299,36,"Kooriyama","a1","郡山","コオリヤマ",37,22.1,140,19.8,249,"","","",NA,NA
281,36,"Yanagawa","a1","梁川","ヤナガワ",37,51.1,140,35.3,43,"","","",NA,NA
282,36,"Inaritouge","a1","稲荷峠","イナリトウゲ",37,45.4,139,44.1,800,"","","",NA,NA
283,36,"Azumayama","a1","吾妻山","アヅマヤマ",37,43.3,140,16.5,1300,"","","",NA,NA
47595,36,"Fukushima","s1","福島","フクシマ",37,45.5,140,28.2,67.4,"","","",NA,NA
286,36,"Kitakata","a1","喜多方","キタカタ",37,39.5,139,51.8,212,"","","",NA,NA
287,36,"Yagisawa","a1","八木沢","ヤギサワ",37,41.8,140,49.2,540,"","","",NA,NA
288,36,"Haramachi","a1","原町","ハラマチ",37,38.3,140,59,17,"","","",NA,NA
289,36,"Iitaniyama","a1","飯谷山","イイタニヤマ",37,31.6,139,41,720,"","","",NA,NA
290,36,"Inawashiro","a1","猪苗代","イナワシロ",37,33.1,140,6.5,519,"","","",NA,NA
291,36,"Nihonmatsu","a1","二本松","ニホンマツ",37,35,140,25.8,235,"","","",NA,NA
292,36,"Shiraumaishiyama","a1","白馬石山","シラウマイシヤマ",37,34.8,140,43.5,640,"","","",NA,NA
47570,36,"Wakamatsu","s1","若松","ワカマツ",37,29.3,139,54.6,211.7,"","","",NA,NA
294,36,"Funehiki","a1","船引","フネヒキ",37,26.1,140,34.6,421,"","","",NA,NA
296,36,"Asakusadake","a1","浅草岳","アサクサダケ",37,20.6,139,14.2,1520,"","","",NA,NA
297,36,"Tadami","a1","只見","タダミ",37,20.6,139,18.8,377,"","","",NA,NA
298,36,"Hakasetouge","a1","博士峠","ハカセトウゲ",37,20.4,139,43.4,1233,"","","",NA,NA
300,36,"Tomioka","a1","富岡","トミオカ",37,20.8,141,1,50,"","","",NA,NA
301,36,"Nangou","a1","南郷","ナンゴウ",37,15.9,139,32.2,494,"","","",NA,NA
302,36,"Komadometouge","a1","駒止峠","コマドメトウゲ",37,12.6,139,36.8,1145,"","","",NA,NA
303,36,"Tajima","a1","田島","タジマ",37,12.4,139,47.7,544,"","","",NA,NA
305,36,"Kannonyama","a1","観音山","カンノンヤマ",37,11,139,55.5,1050,"","","",NA,NA
47597,36,"Shirakawa","s1","白河","シラカワ",37,7.9,140,12.9,355,"","","",NA,NA
307,36,"Ishikawa","a1","石川","イシカワ",37,8.8,140,27.6,290,"","","",NA,NA
308,36,"Sannoutouge","a1","山王峠","サンノウトウゲ",37,4.1,139,43.9,1080,"","","",NA,NA
309,36,"Ootsubeyama","a1","大辷山","オオツベヤマ",37,4.8,140,38.2,688,"","","",NA,NA
310,36,"Taira","a1","平","タイラ",37,3.9,140,52.6,12,"","","",NA,NA
