"Year","Month","Day","Tmin","Tmax","Tmean","Prec"
1998,4,8,4.61111111111111,11.5,7.94444444444444,10.16
1998,4,9,3.27777777777778,14.2777777777778,8.38888888888889,0.508
1998,4,10,4.38888888888889,11.3888888888889,6.55555555555555,2.032
1998,4,11,4.61111111111111,10.7222222222222,7.55555555555556,4.064
1998,4,12,2.72222222222222,10.5,6.16666666666667,0.508
1998,4,13,-1.22222222222222,9.38888888888889,3.5,0.254
1998,4,14,-1.11111111111111,9.77777777777778,4.11111111111111,0
1998,4,15,2.72222222222222,9.72222222222222,6.72222222222222,0.508
1998,4,16,3.38888888888889,12,7.27777777777778,2.032
1998,4,17,4.38888888888889,12.2222222222222,7.77777777777778,0
1998,4,18,2.11111111111111,13.3888888888889,7.55555555555556,1.27
1998,4,19,5.77777777777778,12.6111111111111,8.22222222222222,5.08
1998,4,20,5.61111111111111,11.5,8.27777777777778,1.016
1998,4,21,6.22222222222222,16.7777777777778,11,9.398
1998,4,22,9.11111111111111,21.5,14.5,0
1998,4,23,9.61111111111111,23.7777777777778,16.3333333333333,0
1998,4,24,11.3888888888889,15.8888888888889,13.0555555555556,0
1998,4,25,11,17.2222222222222,13.8333333333333,0.508
1998,4,26,9,15,11.6666666666667,0
1998,4,27,8.77777777777778,13.6111111111111,10.3888888888889,4.064
1998,4,28,8.11111111111111,14.3888888888889,10.0555555555556,2.286
1998,4,29,6.11111111111111,18.2777777777778,11.7777777777778,0
1998,4,30,9.22222222222222,21.2222222222222,14.2777777777778,0
